main_category,main_slug,root_term_id,root_name,root_slug,root_path,root_count,subtree_rows,subtree_count_sum,confidence,reason
"Tablouri, dulapuri si distributie",tablouri-dulapuri-si-distributie,190,Încuietori și inserturi,incuietori-si-inserturi,Încuietori și inserturi,1,2,2,high,keyword in root: incuietori
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,459,"Alte aparate modulare (sonerii, prize etc.)",alte-aparate-modulare-sonerii-prize-etc,"Alte aparate modulare (sonerii, prize etc.)",10,3,20,high,keyword in root: prize
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,574,Aparataj terminal Design VISIO 45,aparataj-terminal-design-visio-45,Aparataj terminal Design VISIO 45,416,28,848,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,194,Aparataj terminal Design VISIO 50,aparataj-terminal-design-visio-50,Aparataj terminal Design VISIO 50,106,13,243,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2201,Aparataj terminal Design VISIO PT IP20,aparataj-terminal-design-visio-pt-ip20,Aparataj terminal Design VISIO PT IP20,18,6,36,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,947,Aparataj terminal Design VISIO PT IP54,aparataj-terminal-design-visio-pt-ip54,Aparataj terminal Design VISIO PT IP54,44,7,88,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2910,Aparataj terminal Elso - Cabluri și prize conexiune,aparataj-terminal-elso-cabluri-si-prize-conexiune,Aparataj terminal Elso - Cabluri și prize conexiune,1,3,3,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2756,Aparataj terminal Elso - Comandă jaluzele,aparataj-terminal-elso-comanda-jaluzele,Aparataj terminal Elso - Comandă jaluzele,2,4,8,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2301,"Aparataj terminal ELSO - Design Aqua - Top, montaj aplicat IP44",aparataj-terminal-elso-design-aqua-top-montaj-aplicat-ip44,"Aparataj terminal ELSO - Design Aqua - Top, montaj aplicat IP44",33,5,81,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,1429,Aparataj terminal ELSO - Design Fashion,aparataj-terminal-elso-design-fashion,Aparataj terminal ELSO - Design Fashion,80,12,161,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2639,Aparataj terminal ELSO - Design Fashion IP44,aparataj-terminal-elso-design-fashion-ip44,Aparataj terminal ELSO - Design Fashion IP44,7,5,16,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,1615,"Aparataj terminal Elso - Dimmere, Potențiometre, Transformatoare electronice",aparataj-terminal-elso-dimmere-potentiometre-transformatoare-electronice,"Aparataj terminal Elso - Dimmere, Potențiometre, Transformatoare electronice",4,4,8,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2355,Aparataj terminal Elso - inserturi electronice cu montaj încastrat,aparataj-terminal-elso-inserturi-electronice-cu-montaj-incastrat,Aparataj terminal Elso - inserturi electronice cu montaj încastrat,9,3,18,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2577,Aparataj terminal Elso - inserturi mecanice cu montaj încastrat,aparataj-terminal-elso-inserturi-mecanice-cu-montaj-incastrat,Aparataj terminal Elso - inserturi mecanice cu montaj încastrat,19,3,57,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,1673,Aparataj terminal Elso - Termostate,aparataj-terminal-elso-termostate,Aparataj terminal Elso - Termostate,5,2,10,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,258,Aparataj terminal VISIO S 50 Design CLASSIC,aparataj-terminal-visio-s-50-design-classic,Aparataj terminal VISIO S 50 Design CLASSIC,310,26,683,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,185,Aparataj terminal VISIO S 55 Design CUBIC,aparataj-terminal-visio-s-55-design-cubic,Aparataj terminal VISIO S 55 Design CUBIC,391,26,855,high,keyword in root: aparataj terminal
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2904,Elso Flächenschalter - Temporizatoare,elso-flachenschalter-temporizatoare,Elso Flächenschalter - Temporizatoare,2,2,4,high,keyword in root: flachenschalter
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,2428,"Fișe CEE și prize, CEE",fise-cee-si-prize-cee,"Fișe CEE și prize, CEE",5,3,10,high,keyword in root: prize
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,852,"Fișe și prize CEE, seria Magnus",fise-si-prize-cee-seria-magnus,"Fișe și prize CEE, seria Magnus",42,15,84,high,keyword in root: prize
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,150,KNX Raumklima &amp; Luftqualität VISIO S 55,knx-raumklima-luftqualitat-visio-s-55,KNX Raumklima &amp; Luftqualität VISIO S 55,0,12,0,high,keyword in root: visio
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,3168,KNX Room Climate &amp; Air Quality VISIO S 55,knx-room-climate-air-quality-visio-s-55,KNX Room Climate &amp; Air Quality VISIO S 55,0,12,0,high,keyword in root: visio
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,3286,KNX Sensors VISIO S 55,knx-sensors-visio-s-55,KNX Sensors VISIO S 55,62,12,124,high,keyword in root: visio
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,1029,Prize antenă,prize-antena,Prize antenă,29,13,87,high,keyword in root: prize
"Aparataj terminal, prize si intrerupatoare",aparataj-terminal-prize-si-intrerupatoare,516,Transformatoare de sonerie şi surse de alimentare,transformatoare-de-sonerie-si-surse-de-alimentare,Transformatoare de sonerie şi surse de alimentare,13,4,26,high,keyword in root: sonerie
"Automatizari, control si masurare",automatizari-control-si-masurare,1640,"Accesorii (Blocuri de contacte auxiliare, contacte de nul etc.)",accesorii-blocuri-de-contacte-auxiliare-contacte-de-nul-etc,"Accesorii (Blocuri de contacte auxiliare, contacte de nul etc.)",22,8,44,high,keyword in root: contacte auxiliare
"Automatizari, control si masurare",automatizari-control-si-masurare,609,Actuatoare KNX,actuatoare-knx,Actuatoare KNX,66,12,141,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,1308,Analogue Measuring Devices,analogue-measuring-devices,Analogue Measuring Devices,72,8,144,high,keyword in root: measuring
"Automatizari, control si masurare",automatizari-control-si-masurare,446,Ansambluri de contactoare inversoare de sens cu interbocaj mecanic seria LA.W,ansambluri-de-contactoare-inversoare-de-sens-cu-interbocaj-mecanic-seria-la-w,Ansambluri de contactoare inversoare de sens cu interbocaj mecanic seria LA.W,22,3,44,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,714,"Ansambluri de contactoare inversoare de sens LTW, mărime constructivă 0",ansambluri-de-contactoare-inversoare-de-sens-ltw-marime-constructiva-0,"Ansambluri de contactoare inversoare de sens LTW, mărime constructivă 0",2,2,4,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,105,"Ansambluri de contactoare inversoare de sens, seria ALEA II LTW",ansambluri-de-contactoare-inversoare-de-sens-seria-alea-ii-ltw,"Ansambluri de contactoare inversoare de sens, seria ALEA II LTW",9,4,18,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,783,Ansambluri de contactoare stea-triunghi seria LA.Y,ansambluri-de-contactoare-stea-triunghi-seria-la-y,Ansambluri de contactoare stea-triunghi seria LA.Y,10,2,20,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,1064,"Ansambluri de contactoare stea-triunghi, seria ALEA II LTY",ansambluri-de-contactoare-stea-triunghi-seria-alea-ii-lty,"Ansambluri de contactoare stea-triunghi, seria ALEA II LTY",11,4,22,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,630,Aparate de comandă şi semnalizare,aparate-de-comanda-si-semnalizare,Aparate de comandă şi semnalizare,79,8,158,high,keyword in root: comanda
"Automatizari, control si masurare",automatizari-control-si-masurare,2117,Aparate de comandă şi semnalizare REG,aparate-de-comanda-si-semnalizare-reg,Aparate de comandă şi semnalizare REG,29,11,58,high,keyword in root: comanda
"Automatizari, control si masurare",automatizari-control-si-masurare,109,Aparate de comandă și control,aparate-de-comanda-si-control,Aparate de comandă și control,24,4,48,high,keyword in root: comanda
"Automatizari, control si masurare",automatizari-control-si-masurare,2543,Aparate de masură,aparate-de-masura,Aparate de masură,1,2,2,high,keyword in root: masura
"Automatizari, control si masurare",automatizari-control-si-masurare,455,Aparate și accesorii pentru sisteme KNX,aparate-si-accesorii-pentru-sisteme-knx,Aparate și accesorii pentru sisteme KNX,20,4,40,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,3223,Automatizari,automatizari,Automatizari,147,7,294,high,keyword in root: automatiz
"Automatizari, control si masurare",automatizari-control-si-masurare,32,Cabluri de comandă cu izolație din PVC,cabluri-de-comanda-cu-izolatie-din-pvc,Cabluri de comandă cu izolație din PVC,972,18,2005,high,keyword in root: comanda
"Automatizari, control si masurare",automatizari-control-si-masurare,42,Cabluri de semnalizare incendiu,cabluri-de-semnalizare-incendiu,Cabluri de semnalizare incendiu,42,3,84,high,keyword in root: semnalizare
"Automatizari, control si masurare",automatizari-control-si-masurare,654,"Ceasuri programabile, comutatoare crepusculare",ceasuri-programabile-comutatoare-crepusculare,"Ceasuri programabile, comutatoare crepusculare",24,7,48,high,keyword in root: ceasuri programabile
"Automatizari, control si masurare",automatizari-control-si-masurare,86,Contactoare electromagnetice seria ALEA II LT,contactoare-electromagnetice-seria-alea-ii-lt,Contactoare electromagnetice seria ALEA II LT,176,22,384,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,794,Contactoare electromagnetice seria LA,contactoare-electromagnetice-seria-la,Contactoare electromagnetice seria LA,192,21,384,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,1688,Contactoare modulare,contactoare-modulare,Contactoare modulare,54,4,108,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,890,Contactoare modulare AC-1,contactoare-modulare-ac-1,Contactoare modulare AC-1,26,5,53,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,376,"Contactoare, relee termice, întreruptoare pentru protecţia motoarelor",contactoare-relee-termice-intreruptoare-pentru-protectia-motoarelor,"Contactoare, relee termice, întreruptoare pentru protecţia motoarelor",79,6,158,high,keyword in root: contactoare
"Automatizari, control si masurare",automatizari-control-si-masurare,1045,Contoare de energie,contoare-de-energie,Contoare de energie,32,9,64,high,keyword in root: contoare
"Automatizari, control si masurare",automatizari-control-si-masurare,1508,Contoare pentru măsurarea duratei de funcţionare,contoare-pentru-masurarea-duratei-de-functionare,Contoare pentru măsurarea duratei de funcţionare,5,3,10,high,keyword in root: masura
"Automatizari, control si masurare",automatizari-control-si-masurare,1409,Control,control,Control,43,7,86,high,keyword in root: control
"Automatizari, control si masurare",automatizari-control-si-masurare,716,Control jaluzele,control-jaluzele,Control jaluzele,9,4,18,high,keyword in root: control
"Automatizari, control si masurare",automatizari-control-si-masurare,71,Detectoare de mișcare &amp; Detectoare de prezență,detectoare-de-miscare-detectoare-de-prezenta,Detectoare de mișcare &amp; Detectoare de prezență,206,9,412,medium,keyword in subtree: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,1159,KNX Außensensoren für Raumklima &amp; Luftqualität Sensorik,knx-ausensensoren-fur-raumklima-luftqualitat-sensorik,KNX Außensensoren für Raumklima &amp; Luftqualität Sensorik,0,2,0,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,3170,KNX outdoor sensors for room climate &amp; air quality,knx-outdoor-sensors-for-room-climate-air-quality,KNX outdoor sensors for room climate &amp; air quality,2,2,4,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,710,KNX Raumklima &amp; Luftqualität 80x80,knx-raumklima-luftqualitat-80x80,KNX Raumklima &amp; Luftqualität 80x80,0,5,0,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,3175,KNX room climate &amp; air quality 80 × 80 mm,knx-room-climate-air-quality-80-x-80-mm,KNX room climate &amp; air quality 80 × 80 mm,0,5,0,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,3284,KNX Sensors 80 × 80 mm,knx-sensors-80-x-80-mm,KNX Sensors 80 × 80 mm,18,5,36,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,1685,Mains Analyser,mains-analyser,Mains Analyser,15,4,30,high,keyword in root: analyser
"Automatizari, control si masurare",automatizari-control-si-masurare,1649,MM series - Miscellaneous command devices,mm-series-miscellaneous-command-devices,MM series - Miscellaneous command devices,16,5,32,high,keyword in root: mm series
"Automatizari, control si masurare",automatizari-control-si-masurare,1441,"MM series - mounting adapters, contacts and LEDs",mm-series-mounting-adapters-contacts-and-leds,"MM series - mounting adapters, contacts and LEDs",45,4,90,high,keyword in root: mm series
"Automatizari, control si masurare",automatizari-control-si-masurare,1902,Monitoring,monitoring,Monitoring,45,4,90,high,keyword in root: monitoring
"Automatizari, control si masurare",automatizari-control-si-masurare,448,Măsura de curent și tensiune,masura-de-curent-si-tensiune,Măsura de curent și tensiune,16,4,32,high,keyword in root: masura
"Automatizari, control si masurare",automatizari-control-si-masurare,825,"Power contactors LA, Size M, 1, 2, 3, 4",power-contactors-la-size-m-1-2-3-4,"Power contactors LA, Size M, 1, 2, 3, 4",27,3,54,high,keyword in root: contactor
"Automatizari, control si masurare",automatizari-control-si-masurare,1942,Relee de implantare,relee-de-implantare,Relee de implantare,4,4,8,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,634,Relee de supraveghere,relee-de-supraveghere,Relee de supraveghere,20,5,40,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,2545,Relee de timp,relee-de-timp,Relee de timp,15,5,30,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,767,Relee diferențiale și transformatoare de curent pentru relee diferențiale BXFI,relee-diferentiale-si-transformatoare-de-curent-pentru-relee-diferentiale-bxfi,Relee diferențiale și transformatoare de curent pentru relee diferențiale BXFI,24,3,48,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,3017,"Relee inserabile în soclu, implantabile, de timp şi de supraveghere",relee-inserabile-in-soclu-implantabile-de-timp-si-de-supraveghere,"Relee inserabile în soclu, implantabile, de timp şi de supraveghere",1,2,2,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,1827,Relee modulare de serviciu,relee-modulare-de-serviciu,Relee modulare de serviciu,3,1,3,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,138,Relee pentru montaj în socluri,relee-pentru-montaj-in-socluri,Relee pentru montaj în socluri,163,11,326,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,232,Relee termice seria ALEA II LTT,relee-termice-seria-alea-ii-ltt,Relee termice seria ALEA II LTT,40,7,82,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,508,Relee termice seria CUBICO,relee-termice-seria-cubico,Relee termice seria CUBICO,43,3,86,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,417,Relee termice seria LA,relee-termice-seria-la,Relee termice seria LA,58,11,186,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,781,Self-contained luminaires with wireless monitoring (868MHz),self-contained-luminaires-with-wireless-monitoring-868mhz,Self-contained luminaires with wireless monitoring (868MHz),24,4,48,high,keyword in root: monitoring
"Automatizari, control si masurare",automatizari-control-si-masurare,614,Senzori KNX,senzori-knx,Senzori KNX,82,10,164,high,keyword in root: knx
"Automatizari, control si masurare",automatizari-control-si-masurare,1093,Seria MA 230 - Coloane de semnalizare modulară,seria-ma-230-coloane-de-semnalizare-modulara,Seria MA 230 - Coloane de semnalizare modulară,17,5,34,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,1754,Seria MA 230 - Dispozitive de avertizare sonoră și acustică,seria-ma-230-dispozitive-de-avertizare-sonora-si-acustica,Seria MA 230 - Dispozitive de avertizare sonoră și acustică,2,3,4,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,1137,Seria MA 230 - Dispozitive pătrate de semnalizare,seria-ma-230-dispozitive-patrate-de-semnalizare,Seria MA 230 - Dispozitive pătrate de semnalizare,4,3,8,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,326,Seria MA 230 - Dispozitive rotunde de semnalizare,seria-ma-230-dispozitive-rotunde-de-semnalizare,Seria MA 230 - Dispozitive rotunde de semnalizare,16,6,32,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,706,Seria MA 24 - Accesorii Sisteme de Semnalizare Luminoasă LED și Acustică,seria-ma-24-accesorii-sisteme-de-semnalizare-luminoasa-led-si-acustica,Seria MA 24 - Accesorii Sisteme de Semnalizare Luminoasă LED și Acustică,9,4,18,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,818,Seria MA 24 - Coloane de semnalizare modulară 24V,seria-ma-24-coloane-de-semnalizare-modulara-24v,Seria MA 24 - Coloane de semnalizare modulară 24V,17,5,34,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,1334,Seria MA 24 - Dispozitive de semnalizare sonoră și acustică,seria-ma-24-dispozitive-de-semnalizare-sonora-si-acustica,Seria MA 24 - Dispozitive de semnalizare sonoră și acustică,2,3,4,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,1339,Seria MA 24 - Dispozitive pătrate de semnalizare,seria-ma-24-dispozitive-patrate-de-semnalizare,Seria MA 24 - Dispozitive pătrate de semnalizare,4,3,8,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,858,Seria MA 24 - Dispozitive rotunde de semnalizare,seria-ma-24-dispozitive-rotunde-de-semnalizare,Seria MA 24 - Dispozitive rotunde de semnalizare,16,6,32,high,keyword in root: seria ma
"Automatizari, control si masurare",automatizari-control-si-masurare,1784,Seria S - Contacte auxiliare,seria-s-contacte-auxiliare,Seria S - Contacte auxiliare,10,3,20,high,keyword in root: contacte auxiliare
"Automatizari, control si masurare",automatizari-control-si-masurare,490,Series MA 230 - Signal Towers Compact 230V,series-ma-230-signal-towers-compact-230v,Series MA 230 - Signal Towers Compact 230V,6,4,12,high,keyword in root: signal tower
"Automatizari, control si masurare",automatizari-control-si-masurare,1607,Series MA 24 - Signal Towers Compact 24V,series-ma-24-signal-towers-compact-24v,Series MA 24 - Signal Towers Compact 24V,6,4,12,high,keyword in root: signal tower
"Automatizari, control si masurare",automatizari-control-si-masurare,1205,Series MG9 Current Transformers,series-mg9-current-transformers,Series MG9 Current Transformers,43,8,86,high,keyword in root: current transformer
"Automatizari, control si masurare",automatizari-control-si-masurare,2168,Series MM - Complete SETs,series-mm-complete-sets,Series MM - Complete SETs,28,3,56,high,keyword in root: series mm
"Automatizari, control si masurare",automatizari-control-si-masurare,1349,Series MM - Pushbutton,series-mm-pushbutton,Series MM - Pushbutton,97,6,194,high,keyword in root: pushbutton
"Automatizari, control si masurare",automatizari-control-si-masurare,1296,Series MM - Toggle and rotary switch,series-mm-toggle-and-rotary-switch,Series MM - Toggle and rotary switch,27,4,54,high,keyword in root: series mm
"Automatizari, control si masurare",automatizari-control-si-masurare,2129,Series MM and compact indicator lights,series-mm-and-compact-indicator-lights,Series MM and compact indicator lights,25,3,50,high,keyword in root: series mm
"Automatizari, control si masurare",automatizari-control-si-masurare,513,"Sistem de instalare modular, cutii automatizare clădiri",sistem-de-instalare-modular-cutii-automatizare-cladiri,"Sistem de instalare modular, cutii automatizare clădiri",11,8,22,high,keyword in root: automatiz
"Automatizari, control si masurare",automatizari-control-si-masurare,3267,Smart Home,smart-home,Smart Home,81,11,162,high,exact: smart home si automatizari
"Automatizari, control si masurare",automatizari-control-si-masurare,1416,Socluri şi accesorii pentru relee,socluri-si-accesorii-pentru-relee,Socluri şi accesorii pentru relee,5,5,10,high,keyword in root: relee
"Automatizari, control si masurare",automatizari-control-si-masurare,444,Split-core-Transformers for cable,split-core-transformers-for-cable,Split-core-Transformers for cable,8,3,16,high,keyword in root: split core transformers
"Automatizari, control si masurare",automatizari-control-si-masurare,870,Surse de alimentare,surse-de-alimentare-2,Surse de alimentare,6,3,12,high,keyword in root: surse de alimentare
"Automatizari, control si masurare",automatizari-control-si-masurare,1998,Surse de alimentare - seria LP4,surse-de-alimentare-seria-lp4,Surse de alimentare - seria LP4,1,2,2,high,keyword in root: surse de alimentare
"Automatizari, control si masurare",automatizari-control-si-masurare,1172,Surse de alimentare cu transformator - seria T,surse-de-alimentare-cu-transformator-seria-t,Surse de alimentare cu transformator - seria T,2,4,5,high,keyword in root: surse de alimentare
"Automatizari, control si masurare",automatizari-control-si-masurare,422,Transformatoare - seria T,transformatoare-seria-t,Transformatoare - seria T,60,13,176,high,keyword in root: transformatoare
"Automatizari, control si masurare",automatizari-control-si-masurare,2214,Transformatoare de curent,transformatoare-de-curent,Transformatoare de curent,16,4,32,high,keyword in root: transformatoare de curent
"Automatizari, control si masurare",automatizari-control-si-masurare,389,Transformatoare de curent - Seria MGC,transformatoare-de-curent-seria-mgc,Transformatoare de curent - Seria MGC,39,8,78,high,keyword in root: transformatoare de curent
"Automatizari, control si masurare",automatizari-control-si-masurare,2316,Șunturi de 60mV,sunturi-de-60mv,Șunturi de 60mV,15,4,30,high,keyword in root: sunturi
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,64,"Accesorii (Pigtailuri, cuplori, carcase …)",accesorii-pigtailuri-cuplori-carcase,"Accesorii (Pigtailuri, cuplori, carcase …)",131,16,262,high,keyword in root: pigtail
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,2740,Accesorii cablare,accesorii-cablare-2,Accesorii cablare,5,4,10,medium,keyword in subtree: sat
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,571,Accesorii de fibră optică,accesorii-de-fibra-optica,Accesorii de fibră optică,49,2,98,high,keyword in root: fibra optica
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,726,Analizoare şi testere reţele,analizoare-si-testere-retele,Analizoare şi testere reţele,38,10,76,high,keyword in root: retele
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,2308,"Antene parabolice, SAT",antene-parabolice-sat,"Antene parabolice, SAT",12,8,25,high,keyword in root: sat
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,2805,Aparataj terminal Elso - Cablare structurată,aparataj-terminal-elso-cablare-structurata,Aparataj terminal Elso - Cablare structurată,4,2,8,high,keyword in root: cablare structurata
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,92,Aparate de măsură &amp; Analizoare de reţea,aparate-de-masura-analizoare-de-retea,Aparate de măsură &amp; Analizoare de reţea,10,5,20,high,keyword in root: retea
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1162,Buchsen,buchsen,Buchsen,3,2,6,medium,keyword in subtree: rj45
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,397,Cablare cu fibre optice,cablare-cu-fibre-optice,Cablare cu fibre optice,252,10,504,high,keyword in root: fibre optice
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1805,Cabluri coaxiale,cabluri-coaxiale,Cabluri coaxiale,3,1,3,high,keyword in root: coaxial
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,430,Cabluri coaxiale DIGI-SAT,cabluri-coaxiale-digi-sat,Cabluri coaxiale DIGI-SAT,13,8,26,high,keyword in root: sat
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,113,Cabluri de telefonie,cabluri-de-telefonie,Cabluri de telefonie,61,6,122,high,keyword in root: telefonie
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,2698,Categoria OM2,categoria-om2,Categoria OM2,4,9,20,high,keyword in root: categoria om
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,468,Categoria OM3,categoria-om3,Categoria OM3,36,12,180,high,keyword in root: categoria om
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1630,Categoria OM4,categoria-om4,Categoria OM4,18,8,90,high,keyword in root: categoria om
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,904,Categoria OS2,categoria-os2,Categoria OS2,41,14,205,high,keyword in root: categoria os
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1164,Componente active,componente-active,Componente active,17,4,34,medium,keyword in subtree: access point
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1868,Computer Systems,computer-systems,Computer Systems,0,1,0,high,keyword in root: computer
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,936,Condensatoare pentru compensarea factorului de putere,condensatoare-pentru-compensarea-factorului-de-putere,Condensatoare pentru compensarea factorului de putere,14,3,28,high,keyword in root: sat
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1731,"Conectori pentru cablu coaxial, splittere, adaptoare, scule",conectori-pentru-cablu-coaxial-splittere-adaptoare-scule,"Conectori pentru cablu coaxial, splittere, adaptoare, scule",27,10,54,high,keyword in root: coaxial
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1930,Cuplori,cuplori,Cuplori,6,5,12,high,keyword in root: cuplori
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,2185,Cutii gama SAT,cutii-gama-sat,Cutii gama SAT,5,2,10,high,keyword in root: sat
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1421,Datendosen,datendosen,Datendosen,1,3,3,high,keyword in root: date
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,167,"Descărcătoare cu protecţie fină pentru energie, date şi control",descarcatoare-cu-protectie-fina-pentru-energie-date-si-control,"Descărcătoare cu protecţie fină pentru energie, date şi control",17,4,34,high,keyword in root: date
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1870,Digital Tech,digital-tech,Digital Tech,0,1,0,high,exact: categorie IT
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,3039,DIN-rail adapter,din-rail-adapter,DIN-rail adapter,1,2,2,medium,keyword in subtree: rack
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1793,"Dulap de date industrial, IP20 Seria DSP",dulap-de-date-industrial-ip20-seria-dsp,"Dulap de date industrial, IP20 Seria DSP",1,2,2,high,keyword in root: date
"Retelistica, date si telecomunicatii",retelistica-date-si-telecomunicatii,1767,"Dulap de date industrial, IP54 Seria DSP",dulap-de-date-industrial-ip54-seria-dsp,"Dulap de date industrial, IP54 Seria DSP",1,2,2,high,keyword in root: date
